ticket_id,created_at,customer_name,customer_segment,plan_type,arr_band,priority,status,channel,subject,description,product_area,sentiment,csat_score,first_response_hours,resolution_hours,bot_solvable_label
TCK-1422,2026-01-29,Atlas Security,Enterprise,Enterprise,$500K+,Low,Closed,Chat,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Product,Neutral,3,2.5,30.3,feature_request
TCK-1423,2026-05-13,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Closed,Chat,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Automation,Positive,5,1.0,57.3,human_required
TCK-1424,2026-04-09,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Billing,Positive,5,8.1,60.4,bot_solvable
TCK-1425,2026-05-10,Summit Legal,Mid-Market,Pro,$50K-$100K,Low,Closed,Chat,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Product,Positive,4,0.9,43.2,feature_request
TCK-1426,2026-01-13,Cobalt Labs,Startup,Starter,<$25K,Medium,Closed,Slack Connect,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Product,Positive,4,3.7,25.0,feature_request
TCK-1427,2026-04-25,Atlas Security,Enterprise,Enterprise,$500K+,High,Closed,Email,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Automation,Neutral,3,3.0,85.4,human_required
TCK-1428,2026-01-10,Acme Finance,Enterprise,Enterprise,$500K+,High,Closed,Chat,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Billing,Positive,4,8.7,63.0,bot_solvable
TCK-1429,2026-03-29,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Closed,Slack Connect,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Security,Neutral,3,7.6,36.8,bot_solvable
TCK-1430,2026-04-26,HarborCloud,Enterprise,Enterprise,$250K-$500K,High,Open,Portal,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Security,Negative,2,0.2,31.3,bot_solvable
TCK-1431,2026-01-28,OrbitOps,Mid-Market,Growth,$100K-$250K,Critical,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Integrations,Negative,2,1.4,62.2,human_required
TCK-1432,2026-02-20,Acme Finance,Enterprise,Enterprise,$500K+,Critical,Open,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Core Platform,Negative,2,2.1,71.7,product_bug
TCK-1433,2026-04-17,HarborCloud,Enterprise,Enterprise,$250K-$500K,Critical,Closed,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Core Platform,Very Negative,1,7.0,45.9,product_bug
TCK-1434,2026-01-13,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Analytics,Positive,4,8.3,74.3,product_bug
TCK-1435,2026-02-02,HarborCloud,Enterprise,Enterprise,$250K-$500K,Critical,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Integrations,Neutral,3,5.5,33.9,human_required
TCK-1436,2026-03-05,Nimbus Retail,SMB,Pro,$25K-$50K,Low,Closed,Chat,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Product,Positive,4,8.7,47.8,feature_request
TCK-1437,2026-05-12,BrightCart,Mid-Market,Growth,$100K-$250K,Medium,Closed,Chat,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Billing,Positive,5,7.8,68.2,bot_solvable
TCK-1438,2026-03-16,LumaHR,Mid-Market,Pro,$50K-$100K,Medium,In Progress,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Core Platform,Neutral,3,8.8,64.1,product_bug
TCK-1439,2026-03-24,OrbitOps,Mid-Market,Growth,$100K-$250K,Medium,Open,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Integrations,Neutral,3,5.1,54.9,human_required
TCK-1440,2026-05-17,Summit Legal,Mid-Market,Pro,$50K-$100K,Low,Closed,Email,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Onboarding,Positive,5,7.3,52.2,bot_solvable
TCK-1441,2026-01-15,Nimbus Retail,SMB,Pro,$25K-$50K,High,In Progress,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Analytics,Negative,2,8.9,66.9,product_bug
TCK-1442,2026-03-17,Northstar Analytics,Enterprise,Enterprise,$500K+,High,Closed,Chat,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Security,Very Negative,1,3.4,42.5,bot_solvable
TCK-1443,2026-04-10,HarborCloud,Enterprise,Enterprise,$250K-$500K,High,Closed,Slack Connect,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Security,Negative,2,6.3,12.2,bot_solvable
TCK-1444,2026-03-22,Nimbus Retail,SMB,Pro,$25K-$50K,High,Open,Slack Connect,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Billing,Negative,2,2.0,75.2,bot_solvable
TCK-1445,2026-04-05,LumaHR,Mid-Market,Pro,$50K-$100K,Medium,Closed,Email,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Product,Neutral,3,2.8,19.3,feature_request
TCK-1446,2026-05-12,BrightCart,Mid-Market,Growth,$100K-$250K,Medium,In Progress,Chat,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Product,Positive,4,2.7,26.4,feature_request
TCK-1447,2026-01-02,Finchly,SMB,Starter,<$25K,Medium,Closed,Email,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Automation,Neutral,3,0.6,78.7,human_required
TCK-1448,2026-03-19,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Closed,Portal,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Security,Positive,5,3.4,69.7,bot_solvable
TCK-1449,2026-02-17,OrbitOps,Mid-Market,Growth,$100K-$250K,Medium,Open,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Core Platform,Neutral,3,3.9,49.9,product_bug
TCK-1450,2026-02-24,Cobalt Labs,Startup,Starter,<$25K,Medium,In Progress,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Core Platform,Neutral,3,2.8,82.7,product_bug
TCK-1451,2026-01-03,OrbitOps,Mid-Market,Growth,$100K-$250K,High,Closed,Chat,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Automation,Neutral,3,2.3,57.0,human_required
TCK-1452,2026-03-24,Northstar Analytics,Enterprise,Enterprise,$500K+,Medium,Closed,Portal,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Security,Negative,2,3.6,49.9,bot_solvable
TCK-1453,2026-04-06,Northstar Analytics,Enterprise,Enterprise,$500K+,Low,Closed,Email,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Product,Positive,4,8.1,25.9,feature_request
TCK-1454,2026-05-18,Acme Finance,Enterprise,Enterprise,$500K+,Critical,Closed,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Analytics,Very Negative,1,6.1,71.5,product_bug
TCK-1455,2026-04-22,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Closed,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Core Platform,Negative,2,6.8,21.4,product_bug
TCK-1456,2026-01-23,HarborCloud,Enterprise,Enterprise,$250K-$500K,Critical,Open,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Core Platform,Negative,2,5.1,54.2,product_bug
TCK-1457,2026-04-26,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Low,Closed,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Billing,Neutral,3,3.6,15.3,bot_solvable
TCK-1458,2026-01-17,Summit Legal,Mid-Market,Pro,$50K-$100K,Low,Closed,Portal,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Onboarding,Neutral,3,3.3,46.5,bot_solvable
TCK-1459,2026-01-23,Summit Legal,Mid-Market,Pro,$50K-$100K,High,Closed,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Core Platform,Neutral,3,3.6,73.0,product_bug
TCK-1460,2026-02-26,Atlas Security,Enterprise,Enterprise,$500K+,High,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Analytics,Negative,2,8.6,22.4,product_bug
TCK-1461,2026-05-23,Northstar Analytics,Enterprise,Enterprise,$500K+,Critical,Open,Email,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Integrations,Very Negative,1,5.2,39.5,human_required
TCK-1462,2026-03-30,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Critical,Closed,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Core Platform,Very Negative,1,1.6,21.7,product_bug
TCK-1463,2026-05-26,LumaHR,Mid-Market,Pro,$50K-$100K,Critical,Closed,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Analytics,Negative,2,5.9,13.9,product_bug
TCK-1464,2026-05-05,Evergreen Health,Enterprise,Enterprise,$250K-$500K,High,In Progress,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Analytics,Negative,2,1.1,53.9,product_bug
TCK-1465,2026-03-26,Cobalt Labs,Startup,Starter,<$25K,Medium,Closed,Portal,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Integrations,Positive,5,1.5,50.0,human_required
TCK-1466,2026-03-22,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Analytics,Neutral,3,2.6,34.1,product_bug
TCK-1467,2026-04-02,Atlas Security,Enterprise,Enterprise,$500K+,High,Closed,Portal,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Integrations,Very Negative,1,1.7,53.4,human_required
TCK-1468,2026-02-20,BrightCart,Mid-Market,Growth,$100K-$250K,Medium,Closed,Email,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Automation,Negative,2,6.6,81.8,human_required
TCK-1469,2026-02-24,Finchly,SMB,Starter,<$25K,Critical,Closed,Chat,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Integrations,Neutral,3,8.1,54.4,human_required
TCK-1470,2026-03-16,Cobalt Labs,Startup,Starter,<$25K,Medium,Closed,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Billing,Positive,5,1.0,32.8,bot_solvable
TCK-1471,2026-02-12,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Open,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Core Platform,Neutral,3,1.8,81.6,product_bug
TCK-1472,2026-04-02,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,In Progress,Chat,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Onboarding,Positive,4,2.2,25.9,bot_solvable
TCK-1473,2026-05-13,Northstar Analytics,Enterprise,Enterprise,$500K+,Medium,Closed,Portal,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Security,Positive,4,8.0,13.3,bot_solvable
TCK-1474,2026-05-14,Acme Finance,Enterprise,Enterprise,$500K+,Low,Closed,Slack Connect,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Onboarding,Positive,4,5.3,54.1,bot_solvable
TCK-1475,2026-01-20,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,In Progress,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Billing,Neutral,3,4.7,35.6,bot_solvable
TCK-1476,2026-01-02,Atlas Security,Enterprise,Enterprise,$500K+,Low,Closed,Portal,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Onboarding,Positive,5,1.7,10.0,bot_solvable
TCK-1477,2026-02-10,LumaHR,Mid-Market,Pro,$50K-$100K,High,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Analytics,Very Negative,1,6.0,42.0,product_bug
TCK-1478,2026-05-03,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,In Progress,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Analytics,Neutral,3,5.9,41.6,product_bug
TCK-1479,2026-02-11,Northstar Analytics,Enterprise,Enterprise,$500K+,High,Closed,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Analytics,Very Negative,1,8.0,22.0,product_bug
TCK-1480,2026-05-13,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Low,Closed,Portal,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Product,Positive,5,5.8,79.8,feature_request
TCK-1481,2026-05-01,Acme Finance,Enterprise,Enterprise,$500K+,High,Open,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Core Platform,Neutral,3,5.5,72.7,product_bug
TCK-1482,2026-03-09,Finchly,SMB,Starter,<$25K,High,Closed,Email,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Security,Negative,2,8.3,59.2,bot_solvable
TCK-1483,2026-02-03,LumaHR,Mid-Market,Pro,$50K-$100K,High,Open,Slack Connect,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Billing,Positive,4,7.8,51.2,bot_solvable
TCK-1484,2026-02-15,BrightCart,Mid-Market,Growth,$100K-$250K,Medium,Closed,Email,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Security,Positive,5,0.5,66.8,bot_solvable
TCK-1485,2026-02-03,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Integrations,Negative,2,8.1,73.6,human_required
TCK-1486,2026-01-12,OrbitOps,Mid-Market,Growth,$100K-$250K,Low,In Progress,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Billing,Positive,5,7.1,40.4,bot_solvable
TCK-1487,2026-05-03,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Analytics,Very Negative,1,2.7,76.6,product_bug
TCK-1488,2026-01-02,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Core Platform,Negative,2,3.5,22.3,product_bug
TCK-1489,2026-02-09,Nimbus Retail,SMB,Pro,$25K-$50K,Low,Closed,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Billing,Positive,4,2.5,48.5,bot_solvable
TCK-1490,2026-04-12,Finchly,SMB,Starter,<$25K,Critical,Closed,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Core Platform,Negative,2,1.8,49.6,product_bug
TCK-1491,2026-03-30,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Low,Closed,Chat,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Product,Neutral,3,6.8,45.4,feature_request
TCK-1492,2026-04-13,Acme Finance,Enterprise,Enterprise,$500K+,High,Closed,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Core Platform,Very Negative,1,1.6,82.7,product_bug
TCK-1493,2026-05-01,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Closed,Email,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Automation,Negative,2,2.5,34.9,human_required
TCK-1494,2026-04-13,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Chat,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Billing,Positive,5,0.7,66.1,bot_solvable
TCK-1495,2026-01-03,Summit Legal,Mid-Market,Pro,$50K-$100K,Critical,Closed,Chat,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Integrations,Neutral,3,2.7,7.5,human_required
TCK-1496,2026-01-10,Finchly,SMB,Starter,<$25K,High,In Progress,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Analytics,Very Negative,1,8.8,17.9,product_bug
TCK-1497,2026-04-12,Nimbus Retail,SMB,Pro,$25K-$50K,Low,Closed,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Billing,Positive,5,0.3,60.0,bot_solvable
TCK-1498,2026-05-24,OrbitOps,Mid-Market,Growth,$100K-$250K,Medium,In Progress,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Core Platform,Neutral,3,2.2,83.2,product_bug
TCK-1499,2026-03-08,Nimbus Retail,SMB,Pro,$25K-$50K,Critical,Closed,Portal,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Integrations,Very Negative,1,5.1,48.4,human_required
TCK-1500,2026-03-07,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Closed,Slack Connect,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Automation,Positive,5,2.4,40.7,human_required
TCK-1501,2026-03-04,Finchly,SMB,Starter,<$25K,High,Escalated,Email,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Integrations,Neutral,3,6.2,81.7,human_required
TCK-1502,2026-01-18,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Analytics,Neutral,3,6.2,27.1,product_bug
TCK-1503,2026-05-13,Nimbus Retail,SMB,Pro,$25K-$50K,Medium,Closed,Portal,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Product,Neutral,3,2.4,12.0,feature_request
TCK-1504,2026-02-15,Acme Finance,Enterprise,Enterprise,$500K+,High,In Progress,Chat,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Integrations,Negative,2,8.1,32.2,human_required
TCK-1505,2026-03-02,Atlas Security,Enterprise,Enterprise,$500K+,Low,In Progress,Chat,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Onboarding,Positive,4,2.0,20.6,bot_solvable
TCK-1506,2026-01-28,Finchly,SMB,Starter,<$25K,High,Closed,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Billing,Neutral,3,5.6,70.3,bot_solvable
TCK-1507,2026-03-22,Atlas Security,Enterprise,Enterprise,$500K+,Low,Closed,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Billing,Positive,5,7.8,50.0,bot_solvable
TCK-1508,2026-02-02,Nimbus Retail,SMB,Pro,$25K-$50K,Critical,Closed,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Core Platform,Negative,2,4.4,50.7,product_bug
TCK-1509,2026-02-14,Nimbus Retail,SMB,Pro,$25K-$50K,Medium,Escalated,Email,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Automation,Positive,5,4.2,62.7,human_required
TCK-1510,2026-01-26,Summit Legal,Mid-Market,Pro,$50K-$100K,High,In Progress,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Core Platform,Negative,2,1.8,25.4,product_bug
TCK-1511,2026-03-29,Atlas Security,Enterprise,Enterprise,$500K+,Low,In Progress,Portal,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Product,Positive,5,2.1,61.6,feature_request
TCK-1512,2026-03-13,Cobalt Labs,Startup,Starter,<$25K,Medium,Open,Email,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Automation,Neutral,3,8.8,67.1,human_required
